,Title,ReleaseDate,Overview,VoteAverage,VoteCount,OriginalLanguage,Genres,Runtime,Tagline,Budget,Revenue,ProductionCompanies,ProductionCountries,SpokenLanguages,IMDBId
283,Star Trek IV: The Voyage Home,1986-11-26,"When a huge alien probe enters the galaxy and begins to vaporize earths oceans, Kirk and his crew must travel back in time in order to bring back whales and save the planet.",7.14,1447,en,Science Fiction;Adventure,118,Star date: 1986. How on Earth can they save the future?,21000000.0,133000000.0,Paramount Pictures,United States of America,English;suomi,tt0092007
284,Casualties of War,1989-08-18,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",7.142,858,en,Drama;History;War,113,Even in war… murder is murder.,22500000.0,18671317.0,Columbia Pictures,United States of America,English,tt0097027
285,The Return of the Living Dead,1985-04-25,"When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician.",7.143,1978,en,Horror;Comedy,91,They're Back From The Grave and Ready To Party!,4000000.0,14200000.0,Hemdale Film Corporation;Fox Films Ltd.;Cinema 84;Orion Pictures,United Kingdom;United States of America,English,tt0089907
286,Thief,1981-03-27,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",7.15,658,en,Crime;Thriller;Action,123,"Tonight, his take home pay is $410,000... tax free.",5500000.0,11492915.0,Mann/Caan Productions;United Artists,United States of America,English,tt0083190
287,Big,1988-06-03,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,7.161,3515,en,Fantasy;Drama;Comedy;Romance;Family,104,Have you ever had a really big secret?,18000000.0,151927281.0,American Entertainment Partners II L.P.;Gracie Films;20th Century Fox,United States of America,English,tt0094737
288,Pale Rider,1985-06-28,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,7.162,1031,en,Western;Drama,115,...and hell followed with him.,6900000.0,41400000.0,Warner Bros. Pictures;Malpaso Productions,United States of America,English,tt0089767
289,Wall Street,1987-12-10,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",7.163,1989,en,Crime;Drama,126,Every dream has a price.,15000000.0,43900000.0,20th Century Fox,United States of America,English,tt0094291
290,Out of Africa,1985-12-20,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.",7.175,1338,en,History;Romance;Drama,161,Based on a true story.,31000000.0,227514205.0,Universal Pictures;Mirage Entertainment;Mirage Enterprises,United States of America,English;Kiswahili,tt0089755
291,Mephisto,1981-02-11,"A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and friends flee or are ground under by the Nazi terror, the popularity of his character supercedes his own existence until he finds that his best performance is keeping up appearances for his Nazi patrons.",7.18,125,de,Drama,145,Sin tagline,144.0,63838039.304709144,Mafilm;Objektív Film;ARD,Austria;Germany;Hungary,Deutsch;Magyar;English,tt0082736
292,Steel Magnolias,1989-11-15,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",7.193,639,en,Comedy;Drama;Romance,117,Six extraordinary friends. They share each other's laughter. They dry each other's tears.,15000000.0,95904091.0,Rastar Productions;TriStar Pictures,United States of America,English,tt0098384
293,The NeverEnding Story,1984-04-06,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",7.195,3913,en,Adventure;Fantasy;Family;Drama,102,A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,27000000.0,20158808.0,Constantin Film;WDR;Bavaria Film;Dieter Geissler Filmproduktion;PSO;Warner Bros. Pictures;Bernd Eichinger Productions,Germany;United States of America,English,tt0088323
294,Blood Simple,1985-01-18,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",7.2,1368,en,Crime;Drama;Thriller,97,Breaking up is hard to do.,1500000.0,4229114.0,River Road Productions;Foxton Entertainment,United States of America,English,tt0086979
295,Pumping Iron II: The Women,1985-05-03,"PUMPING IRON II: THE WOMEN, a film that is changing the way the world views the female physique-creating ""a new definition of the female form."" Join four women as they prepare for the 1983 Caesars Palace World Cup Championship: the sultry and curvaceous Rachel McLish, the current champion; the super-muscular Bev Francis, Rachel's toughest competition; and newcomers Lori Bowen and Carla Dunlap.",7.2,10,en,Documentary,107,Sin tagline,13112079.2,628050.0,Cinecom Pictures,United States of America,English,tt0089852
296,La Bamba,1987-07-24,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",7.2,678,en,Drama;Music,108,Born into poverty. Destined for stardom. He lived the American dream.,6500000.0,54215416.0,New Visions Pictures;Columbia Pictures,United States of America,English,tt0093378
297,The Last Temptation of Christ,1988-05-28,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",7.2,1033,en,Drama,163,Sin tagline,7000000.0,33773585.0,Universal Pictures;Cineplex-Odeon Films;Testament Productions,United States of America;Canada,English,tt0095497
298,Mask,1985-03-08,A boy with a massive facial skull deformity and his biker gang mother attempt to live as normal a life as possible under the circumstances.,7.208,431,en,Drama,120,They told 16 year old Rocky Dennis he could never be like everyone else. So he was determined to be better.,7500000.0,42400000.0,Universal Pictures,United States of America,English,tt0089560
299,Veronika Voss,1982-05-13,"In Munich 1955, German film star Veronika Voss becomes a drug addict at the mercy of corrupt Dr. Marianne Katz, who keeps her supplied with morphine. After meeting sports writer Robert Krohn, Veronika begins to dream of a return to stardom. As the couple's relationship escalates in intensity, Veronika begins seriously planning her return to the screen -- only to realize how debilitated she has become through her drug habit.",7.209,134,de,Drama,105,Sin tagline,13112079.2,63838039.304709144,Laura Film;Tango Film;Rialto Film;Trio Film;Maran Film;Süddeutscher Rundfunk,Germany,English;Deutsch,tt0084654
300,A Fish Called Wanda,1988-07-15,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",7.209,2114,en,Comedy;Crime,109,"A tale of murder, lust, greed, revenge, and seafood.",7500000.0,188593712.0,Prominent Features;Metro-Goldwyn-Mayer;Fish Productions,United Kingdom;United States of America,English;Italiano;Pусский,tt0095159
301,Big Trouble in Little China,1986-05-30,"Jack Burton, a tough-talking truck driver, goes into a supernatural tailspin when his best friend's fiancée is kidnapped.",7.212,2904,en,Comedy;Action;Fantasy,100,Jack Burton's in for some serious trouble and you're in for some serious fun.,25000000.0,11102672.0,TAFT Entertainment Pictures;20th Century Fox;SLM Production Group,United States of America,广州话 / 廣州話;English,tt0090728
302,Henry V,1989-10-05,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,7.217,357,en,War;Drama;History,137,The great adventure of a king who defied the odds to prove himself a man.,9000000.0,10200000.0,BBC Film;Renaissance Films;Curzon Film Distributors,United Kingdom,English,tt0097499
303,The Outsiders,1983-03-25,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",7.218,1317,en,Crime;Drama,115,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,10000000.0,33697647.0,Warner Bros. Pictures;American Zoetrope;AMLF,France;United States of America,English,tt0086066
